,id_empresa,data_inicio_atividade,data_cadastro,nome_economico,nome_bairro
3656,3113,2011-06-12,2012-10-09,Empresa 3113,Bairro 9
3657,345,2011-10-11,2011-12-01,Empresa 345,Bairro 9
3658,1616,1999-10-01,2006-11-08,Empresa 1616,Bairro 9
3659,1964,2004-04-01,2007-02-08,Empresa 1964,Bairro 9
3660,244,2011-04-29,2011-05-17,Empresa 244,Bairro 9
3661,4142,2017-03-03,2017-03-14,Empresa 4142,Bairro 9
3662,5705,2020-10-05,2021-06-09,Empresa 5705,Bairro 9
3663,5696,2021-05-03,2021-06-01,Empresa 5696,Bairro 9
3664,5695,2021-01-04,2021-05-31,Empresa 5695,Bairro 9
3665,5686,2021-04-26,2021-05-27,Empresa 5686,Bairro 9
3666,4108,2017-01-25,2017-01-25,Empresa 4108,Bairro 9
3667,2935,2010-07-16,2010-08-25,Empresa 2935,Bairro 9
3668,5609,2021-03-12,2021-03-31,Empresa 5609,Bairro 9
3669,1436,1997-06-15,2006-11-09,Empresa 1436,Bairro 9
3670,3937,2016-06-30,2016-07-22,Empresa 3937,Bairro 9
3671,2146,2005-10-01,2009-01-07,Empresa 2146,Bairro 9
3672,1256,1993-10-01,2008-06-05,Empresa 1256,Bairro 9
3673,5486,2020-11-30,2020-12-07,Empresa 5486,Bairro 9
3674,3973,2016-05-03,2016-08-25,Empresa 3973,Bairro 9
3675,87,2010-07-01,2010-07-02,Empresa 87,Bairro 9
3676,2099,2005-07-01,2009-01-07,Empresa 2099,Bairro 9
3677,5247,2020-03-02,2020-04-03,Empresa 5247,Bairro 9
3678,5234,2020-03-09,2020-03-13,Empresa 5234,Bairro 10
3679,5685,2021-05-18,2021-05-26,Empresa 5685,Bairro 10
3680,2562,2008-06-05,2008-07-01,Empresa 2562,Bairro 10
3681,4838,2018-12-06,2019-01-11,Empresa 4838,Bairro 10
3682,5457,2017-02-16,2020-11-13,Empresa 5457,Bairro 10
3683,4174,2010-07-12,2017-04-11,Empresa 4174,Bairro 10
3684,4321,2017-08-30,2017-09-08,Empresa 4321,Bairro 10
3685,2406,2002-06-21,2007-08-14,Empresa 2406,Bairro 10
3686,5653,2021-04-26,2021-05-10,Empresa 5653,Bairro 10
3687,2725,2009-01-15,2009-04-01,Empresa 2725,Bairro 10
3688,5022,2019-08-02,2019-08-07,Empresa 5022,Bairro 10
3689,3488,2014-10-20,2014-11-17,Empresa 3488,Bairro 10
3690,6291,2023-01-10,2023-01-10,Empresa 6291,Bairro 10
3691,3275,2013-11-01,2013-11-01,Empresa 3275,Bairro 10
3692,236,2010-11-05,2011-05-10,Empresa 236,Bairro 10
3693,4825,2018-12-10,2018-12-17,Empresa 4825,Bairro 10
3694,4526,2018-02-28,2018-03-09,Empresa 4526,Bairro 10
3695,5892,2021-10-05,2021-10-07,Empresa 5892,Bairro 10
3696,3813,2016-02-23,2016-03-04,Empresa 3813,Bairro 10
3697,3901,2016-06-06,2016-06-17,Empresa 3901,Bairro 10
3698,3709,2015-08-25,2015-09-10,Empresa 3709,Bairro 10
3699,6354,2023-03-10,2023-03-10,Empresa 6354,Bairro 10
3700,5124,2019-11-07,2019-11-11,Empresa 5124,Bairro 10
3701,5312,2020-06-29,2020-07-06,Empresa 5312,Bairro 10
3702,4407,2017-11-01,2017-11-17,Empresa 4407,Bairro 10
3703,4416,2017-11-03,2017-11-27,Empresa 4416,Bairro 10
3704,5126,2019-11-05,2019-11-11,Empresa 5126,Bairro 10
3705,2904,2010-05-03,2010-05-26,Empresa 2904,Bairro 10
3706,3867,2016-04-26,2016-05-09,Empresa 3867,Bairro 10
3707,5433,2020-10-08,2020-10-26,Empresa 5433,Bairro 10
3708,4721,2018-07-01,2018-08-10,Empresa 4721,Bairro 10
3709,5594,2019-10-28,2021-03-22,Empresa 5594,Bairro 10
3710,3011,2011-06-03,2011-06-09,Empresa 3011,Bairro 10
3711,4577,2018-04-09,2018-04-18,Empresa 4577,Bairro 10
3712,5993,2022-02-04,2022-02-14,Empresa 5993,Bairro 10
3713,4373,2017-09-08,2017-10-18,Empresa 4373,Bairro 10
3714,2998,2011-04-12,2011-04-25,Empresa 2998,Bairro 10
3715,5579,2021-03-08,2021-03-16,Empresa 5579,Bairro 10
3716,4352,2015-10-15,2017-10-06,Empresa 4352,Bairro 10
3717,5582,2021-02-11,2021-03-17,Empresa 5582,Bairro 10
3718,28,2010-02-10,2010-02-23,Empresa 28,Bairro 10
3719,5371,2018-12-12,2020-08-27,Empresa 5371,Bairro 10
3720,4351,2017-09-27,2017-10-06,Empresa 4351,Bairro 10
3721,351,2011-12-01,2011-12-08,Empresa 351,Bairro 10
3722,5573,2017-11-16,2021-03-10,Empresa 5573,Bairro 10
3723,711,2013-04-01,2013-06-19,Empresa 711,Bairro 10
3724,6319,2023-02-01,2023-02-01,Empresa 6319,Bairro 10
3725,4443,2016-04-14,2017-12-20,Empresa 4443,Bairro 10
3726,4382,2022-04-08,2022-07-20,Empresa 4382,Bairro 10
3727,4955,2019-05-21,2019-06-06,Empresa 4955,Bairro 10
3728,3663,2015-06-09,2015-07-24,Empresa 3663,Bairro 10
3729,3230,2009-08-10,2014-01-03,Empresa 3230,Bairro 10
3730,4290,2017-08-11,2017-08-10,Empresa 4290,Bairro 10
3731,1094,1989-06-01,2009-01-07,Empresa 1094,Bairro 10
3732,4708,2018-07-19,2018-07-30,Empresa 4708,Bairro 10
3733,3768,2015-11-05,2016-01-13,Empresa 3768,Bairro 10
3734,6336,2023-02-14,2023-02-14,Empresa 6336,Bairro 10
3735,4503,2018-02-01,2018-02-23,Empresa 4503,Bairro 10
3736,3580,2015-04-01,2015-04-29,Empresa 3580,Bairro 10
3737,4320,2017-08-22,2017-09-06,Empresa 4320,Bairro 10
3738,369,2011-11-01,2012-01-20,Empresa 369,Bairro 10
3739,4456,2017-12-11,2018-01-11,Empresa 4456,Bairro 10
3740,3775,2015-11-26,2016-01-20,Empresa 3775,Bairro 10
3741,3773,2015-11-17,2016-01-19,Empresa 3773,Bairro 10
3742,5515,2020-11-19,2021-01-13,Empresa 5515,Bairro 10
3743,4397,2017-10-31,2017-11-09,Empresa 4397,Bairro 10
3744,3835,2016-03-16,2016-03-29,Empresa 3835,Bairro 10
3745,4459,2018-01-17,2018-01-17,Empresa 4459,Bairro 10
3746,3565,2015-01-05,2015-01-05,Empresa 3565,Bairro 10
3747,1153,2000-05-11,2009-09-23,Empresa 1153,Bairro 10
3748,631,2013-03-01,2013-02-26,Empresa 631,Bairro 10
3749,5165,2019-03-07,2020-01-10,Empresa 5165,Bairro 10
3750,1715,2001-04-02,2007-12-17,Empresa 1715,Bairro 10
3751,1684,2000-11-01,2007-02-02,Empresa 1684,Bairro 10
3752,6191,2022-08-29,2022-08-29,Empresa 6191,Bairro 10
3753,1584,1999-05-10,2007-10-10,Empresa 1584,Bairro 10
3754,5342,2020-07-09,2020-08-04,Empresa 5342,Bairro 10
3755,4062,2016-11-21,2016-12-01,Empresa 4062,Bairro 10
3756,6345,2023-02-24,2023-02-24,Empresa 6345,Bairro 10
3757,8,2009-12-14,2009-12-16,Empresa 8,Bairro 10
3758,4057,2016-11-08,2016-11-29,Empresa 4057,Bairro 10
3759,2706,2009-02-25,2009-03-04,Empresa 2706,Bairro 10
3760,3337,2014-04-01,2014-04-01,Empresa 3337,Bairro 10
3761,3137,2013-03-12,2013-03-27,Empresa 3137,Bairro 10
3762,5241,2020-03-12,2020-03-19,Empresa 5241,Bairro 10
3763,5339,2020-07-21,2020-08-03,Empresa 5339,Bairro 10
3764,6253,2022-11-07,2022-11-07,Empresa 6253,Bairro 10
3765,6278,2022-12-08,2022-12-08,Empresa 6278,Bairro 10
3766,2603,2008-08-01,2008-08-21,Empresa 2603,Bairro 10
3767,3030,2010-01-26,2011-08-11,Empresa 3030,Bairro 10
3768,5394,2020-09-14,2020-09-17,Empresa 5394,Bairro 10
3769,3437,2014-07-11,2014-09-09,Empresa 3437,Bairro 10
3770,3235,2009-07-31,2014-01-09,Empresa 3235,Bairro 10
3771,5473,2020-11-19,2020-11-23,Empresa 5473,Bairro 10
3772,3336,2014-03-12,2014-05-07,Empresa 3336,Bairro 10
3773,2147,2005-10-01,2009-01-07,Empresa 2147,Bairro 10
3774,5360,2020-08-17,2020-08-21,Empresa 5360,Bairro 10
3775,5947,2021-11-29,2021-11-30,Empresa 5947,Bairro 10
3776,2961,2010-11-01,2010-11-17,Empresa 2961,Bairro 10
3777,3242,2011-07-27,2014-01-09,Empresa 3242,Bairro 10
3778,2262,2006-08-01,2006-07-28,Empresa 2262,Bairro 10
3779,4348,2017-08-31,2017-10-05,Empresa 4348,Bairro 10
3780,2808,2009-08-01,2009-08-20,Empresa 2808,Bairro 10
3781,2336,2007-03-01,2007-03-28,Empresa 2336,Bairro 10
3782,4542,2018-01-16,2018-03-23,Empresa 4542,Bairro 10
3783,435,2012-02-08,2012-03-29,Empresa 435,Bairro 10
3784,2428,2006-07-01,2007-09-12,Empresa 2428,Bairro 10
3785,3139,2012-08-16,2013-04-17,Empresa 3139,Bairro 10
3786,3119,2012-10-16,2012-10-26,Empresa 3119,Bairro 10
3787,2646,2018-08-03,2008-10-29,Empresa 2646,Bairro 10
3788,1958,2004-03-29,2008-07-14,Empresa 1958,Bairro 10
3789,5407,2020-09-14,2020-09-28,Empresa 5407,Bairro 10
3790,5080,2019-09-24,2019-09-25,Empresa 5080,Bairro 10
3791,5733,2021-03-16,2021-06-23,Empresa 5733,Bairro 10
3792,3393,2014-05-21,2014-05-21,Empresa 3393,Bairro 10
3793,2468,2007-10-18,2007-12-10,Empresa 2468,Bairro 10
3794,5777,2021-07-05,2021-07-09,Empresa 5777,Bairro 10
3795,457,2012-03-27,2012-04-25,Empresa 457,Bairro 10
3796,5057,2019-08-30,2019-09-03,Empresa 5057,Bairro 10
3797,1640,2000-02-01,2009-01-07,Empresa 1640,Bairro 10
3798,4179,2017-02-21,2017-04-17,Empresa 4179,Bairro 10
3799,5794,2021-04-14,2021-07-19,Empresa 5794,Bairro 10
3800,4605,2018-03-16,2018-05-16,Empresa 4605,Bairro 10
3801,532,2012-06-04,2012-08-16,Empresa 532,Bairro 10
3802,5702,2021-05-24,2021-06-07,Empresa 5702,Bairro 10
3803,4733,2018-08-14,2018-08-22,Empresa 4733,Bairro 10
3804,5310,2020-04-20,2020-07-03,Empresa 5310,Bairro 10
3805,3811,2016-02-03,2016-03-02,Empresa 3811,Bairro 10
3806,4073,2017-01-02,2016-12-13,Empresa 4073,Bairro 10
3807,4473,2018-01-23,2018-01-26,Empresa 4473,Bairro 10
3808,376,2011-11-10,2012-01-27,Empresa 376,Bairro 11
3809,3515,2014-11-10,2014-11-10,Empresa 3515,Bairro 11
3810,3507,2014-12-16,2014-12-16,Empresa 3507,Bairro 11
3811,175,2017-05-25,2011-02-21,Empresa 175,Bairro 11
3812,141,2010-09-01,2010-11-08,Empresa 141,Bairro 11
3813,3824,2016-03-01,2016-03-21,Empresa 3824,Bairro 11
3814,2821,2009-09-08,2009-09-09,Empresa 2821,Bairro 11
3815,4685,2018-05-28,2018-07-10,Empresa 4685,Bairro 11
3816,4505,2018-01-29,2018-02-27,Empresa 4505,Bairro 11
3817,4944,2019-04-05,2019-05-23,Empresa 4944,Bairro 11
3818,4506,2018-01-29,2018-02-27,Empresa 4506,Bairro 11
3819,4660,2018-05-25,2018-06-20,Empresa 4660,Bairro 11
3820,4266,2017-03-28,2017-07-27,Empresa 4266,Bairro 11
3821,2172,2005-12-14,,Empresa 2172,Bairro 11
3822,5026,2019-07-31,2019-08-13,Empresa 5026,Bairro 11
3823,1965,2004-04-01,2007-10-05,Empresa 1965,Bairro 11
3824,4895,2019-03-01,2019-04-02,Empresa 4895,Bairro 11
3825,5042,2018-05-18,2019-08-23,Empresa 5042,Bairro 11
3826,4420,2017-08-25,2017-11-29,Empresa 4420,Bairro 11
3827,4595,2017-12-14,2018-05-11,Empresa 4595,Bairro 11
3828,3368,2014-04-02,2014-06-06,Empresa 3368,Bairro 11
3829,1413,1996-11-01,2009-01-07,Empresa 1413,Bairro 11
3830,4767,2018-09-27,2018-09-17,Empresa 4767,Bairro 11
3831,4403,2017-10-03,2017-11-14,Empresa 4403,Bairro 11
3832,4898,2019-02-25,2019-04-04,Empresa 4898,Bairro 11
3833,5198,2020-01-27,2020-02-11,Empresa 5198,Bairro 11
3834,2174,2005-11-01,2009-01-07,Empresa 2174,Bairro 11
3835,2190,2006-02-01,,Empresa 2190,Bairro 11
3836,5266,2020-03-04,2020-04-29,Empresa 5266,Bairro 11
3837,5283,2019-02-27,2020-05-22,Empresa 5283,Bairro 11
3838,2240,2006-02-01,2009-01-07,Empresa 2240,Bairro 11
3839,5296,2020-06-03,2020-06-10,Empresa 5296,Bairro 11
3840,2836,2009-10-05,2009-10-08,Empresa 2836,Bairro 11
3841,5326,2020-07-10,2020-07-17,Empresa 5326,Bairro 11
3842,5331,2019-04-30,2020-07-27,Empresa 5331,Bairro 11
3843,5337,2020-07-10,2020-07-29,Empresa 5337,Bairro 11
3844,5343,2020-07-28,2020-08-07,Empresa 5343,Bairro 11
3845,800,2013-06-06,2013-10-29,Empresa 800,Bairro 11
3846,5402,2020-05-21,2020-09-25,Empresa 5402,Bairro 11
3847,5422,2020-10-02,2020-10-16,Empresa 5422,Bairro 11
3848,4458,2017-12-01,2018-01-15,Empresa 4458,Bairro 11
3849,6347,2023-02-28,2023-03-01,Empresa 6347,Bairro 11
3850,3962,2016-07-28,2016-07-28,Empresa 3962,Bairro 11
3851,682,2013-05-09,2013-05-15,Empresa 682,Bairro 11
3852,750,2013-06-28,2013-08-08,Empresa 750,Bairro 11
3853,109,2010-08-02,2010-08-24,Empresa 109,Bairro 11
3854,5551,2021-02-05,2021-02-17,Empresa 5551,Bairro 11
3855,5553,2021-02-08,2021-02-17,Empresa 5553,Bairro 11
3856,5423,2020-10-06,2020-10-19,Empresa 5423,Bairro 11
3857,3900,2016-05-19,2016-06-16,Empresa 3900,Bairro 11
3858,5435,2020-10-08,2020-10-26,Empresa 5435,Bairro 11
3859,4384,2017-10-05,2017-10-25,Empresa 4384,Bairro 11
3860,3880,2016-04-05,2016-06-01,Empresa 3880,Bairro 11
3861,5662,2021-05-03,2021-05-17,Empresa 5662,Bairro 11
3862,1209,1992-03-02,2009-01-07,Empresa 1209,Bairro 11
3863,783,2013-09-09,2013-10-02,Empresa 783,Bairro 11
3864,3856,2016-04-13,2016-04-25,Empresa 3856,Bairro 11
3865,1941,2003-07-01,2009-01-07,Empresa 1941,Bairro 11
3866,5735,2021-06-21,2021-06-23,Empresa 5735,Bairro 11
3867,5758,2021-06-25,2021-07-02,Empresa 5758,Bairro 11
3868,2163,2005-10-27,2009-01-07,Empresa 2163,Bairro 11
3869,1835,2002-09-01,2009-01-07,Empresa 1835,Bairro 11
3870,3989,2019-01-16,2016-09-08,Empresa 3989,Bairro 11
3871,2525,2008-04-02,2008-04-22,Empresa 2525,Bairro 11
3872,838,1984-09-20,2007-02-02,Empresa 838,Bairro 11
3873,2592,2008-07-01,2008-08-01,Empresa 2592,Bairro 11
3874,5956,2021-12-17,2021-12-17,Empresa 5956,Bairro 11
3875,1119,1986-01-30,2009-01-07,Empresa 1119,Bairro 11
3876,1104,1989-06-01,2009-01-07,Empresa 1104,Bairro 11
3877,6006,2022-02-22,2022-02-24,Empresa 6006,Bairro 11
3878,3625,2015-05-22,2015-06-23,Empresa 3625,Bairro 11
3879,3577,2015-03-12,2015-04-28,Empresa 3577,Bairro 11
3880,3862,2016-04-07,2016-04-28,Empresa 3862,Bairro 11
3881,962,1983-05-02,2009-01-07,Empresa 962,Bairro 11
3882,1070,1988-02-01,2007-08-24,Empresa 1070,Bairro 11
3883,4014,2016-09-25,2016-10-04,Empresa 4014,Bairro 11
3884,46,2010-03-29,2010-03-31,Empresa 46,Bairro 11
3885,1523,1998-09-16,2008-07-14,Empresa 1523,Bairro 11
3886,3059,2011-12-01,2011-12-12,Empresa 3059,Bairro 11
3887,2514,2008-02-01,2008-03-19,Empresa 2514,Bairro 11
3888,900,1989-01-02,2009-01-07,Empresa 900,Bairro 12
3889,1770,2002-03-01,,Empresa 1770,Bairro 12
3890,5966,2021-01-11,2022-01-14,Empresa 5966,Bairro 12
3891,5967,2021-06-02,2022-01-14,Empresa 5967,Bairro 12
3892,2677,2007-01-12,2008-12-16,Empresa 2677,Bairro 12
3893,3704,2012-07-24,2015-09-04,Empresa 3704,Bairro 12
3894,5971,2022-01-19,2022-01-19,Empresa 5971,Bairro 12
3895,1745,2001-10-01,2006-12-21,Empresa 1745,Bairro 12
3896,1680,2000-10-01,2007-10-09,Empresa 1680,Bairro 12
3897,1686,2000-09-01,2009-01-07,Empresa 1686,Bairro 12
3898,4847,2019-01-03,2019-01-18,Empresa 4847,Bairro 12
3899,4227,2017-05-18,2017-06-14,Empresa 4227,Bairro 12
3900,1681,2000-10-09,,Empresa 1681,Bairro 12
3901,6126,2022-06-24,2022-06-24,Empresa 6126,Bairro 12
3902,1679,2000-10-02,2007-12-17,Empresa 1679,Bairro 12
3903,1661,2000-06-15,2009-01-07,Empresa 1661,Bairro 12
3904,4520,2018-01-31,2018-03-06,Empresa 4520,Bairro 12
3905,4448,2017-12-07,2018-01-09,Empresa 4448,Bairro 12
3906,5984,2017-06-17,2022-01-28,Empresa 5984,Bairro 12
3907,1554,1998-10-01,2009-01-07,Empresa 1554,Bairro 12
3908,151,2010-11-22,2010-11-25,Empresa 151,Bairro 12
3909,5988,2022-01-17,2022-02-04,Empresa 5988,Bairro 12
3910,3692,2015-08-06,2015-08-26,Empresa 3692,Bairro 12
3911,2774,2009-06-22,2009-06-08,Empresa 2774,Bairro 12
3912,4244,2017-05-26,2017-06-30,Empresa 4244,Bairro 12
3913,5991,2022-02-09,2022-02-10,Empresa 5991,Bairro 12
3914,4972,2019-05-22,2019-06-18,Empresa 4972,Bairro 12
3915,2076,2004-12-09,2009-01-07,Empresa 2076,Bairro 12
3916,5994,2022-02-11,2022-02-14,Empresa 5994,Bairro 12
3917,3683,2015-07-27,2015-08-18,Empresa 3683,Bairro 12
3918,2796,2009-07-01,2009-07-10,Empresa 2796,Bairro 12
3919,2536,2008-02-01,2008-05-09,Empresa 2536,Bairro 12
3920,2559,2008-04-01,2008-06-23,Empresa 2559,Bairro 12
3921,3672,2015-07-08,2015-08-06,Empresa 3672,Bairro 12
3922,841,1982-12-01,2009-01-07,Empresa 841,Bairro 12
3923,1607,1999-09-01,2007-06-20,Empresa 1607,Bairro 12
3924,4648,2018-05-28,2018-06-11,Empresa 4648,Bairro 12
3925,1603,1999-10-01,2009-01-07,Empresa 1603,Bairro 12
3926,1056,1987-03-02,2008-02-01,Empresa 1056,Bairro 12
3927,5231,2019-10-15,2020-03-12,Empresa 5231,Bairro 12
3928,3671,2015-05-28,2015-08-03,Empresa 3671,Bairro 12
3929,6014,2022-03-03,2022-03-07,Empresa 6014,Bairro 12
3930,1499,1998-06-01,2009-01-07,Empresa 1499,Bairro 12
3931,3300,2014-03-01,2014-03-11,Empresa 3300,Bairro 12
3932,6021,2022-03-08,2022-03-10,Empresa 6021,Bairro 12
3933,6024,2022-02-10,2022-03-14,Empresa 6024,Bairro 12
3934,1581,1999-05-02,2008-05-28,Empresa 1581,Bairro 12
3935,3666,2015-06-23,2015-07-29,Empresa 3666,Bairro 12
3936,1578,1999-04-01,2009-01-07,Empresa 1578,Bairro 12
3937,6028,2022-03-02,2022-03-15,Empresa 6028,Bairro 12
3938,2010,2004-06-15,2006-08-03,Empresa 2010,Bairro 12
3939,1520,1998-08-01,2008-07-14,Empresa 1520,Bairro 12
3940,1473,1998-03-02,2007-02-01,Empresa 1473,Bairro 12
3941,1411,1996-06-03,2008-07-14,Empresa 1411,Bairro 12
3942,4969,2019-04-04,2019-06-14,Empresa 4969,Bairro 12
3943,1409,1996-07-01,2009-01-07,Empresa 1409,Bairro 12
3944,6037,2022-03-22,2022-03-23,Empresa 6037,Bairro 12
3945,1402,1996-08-01,2009-01-07,Empresa 1402,Bairro 12
3946,5557,2021-02-09,2021-02-18,Empresa 5557,Bairro 12
3947,5829,2021-08-13,2021-08-17,Empresa 5829,Bairro 12
3948,1398,1995-12-01,2007-05-04,Empresa 1398,Bairro 12
3949,1372,1995-10-01,2008-05-09,Empresa 1372,Bairro 12
3950,1329,1995-04-01,2007-02-02,Empresa 1329,Bairro 12
3951,5888,2021-09-30,2021-10-05,Empresa 5888,Bairro 12
3952,712,2013-05-15,2013-06-19,Empresa 712,Bairro 12
3953,2598,2008-08-01,2008-08-08,Empresa 2598,Bairro 12
3954,1345,1995-08-01,2009-01-07,Empresa 1345,Bairro 12
3955,1325,1995-04-01,2006-08-16,Empresa 1325,Bairro 12
3956,6057,2022-04-12,2022-04-13,Empresa 6057,Bairro 12
3957,6058,2022-04-12,2022-04-13,Empresa 6058,Bairro 12
3958,1207,1989-03-01,2009-01-07,Empresa 1207,Bairro 12
3959,4347,2017-08-10,2017-10-04,Empresa 4347,Bairro 12
3960,2769,2009-06-01,2009-05-29,Empresa 2769,Bairro 12
3961,6064,2017-05-15,2022-04-20,Empresa 6064,Bairro 12
3962,6065,2022-04-25,2022-04-26,Empresa 6065,Bairro 12
3963,2633,2007-11-14,2008-10-06,Empresa 2633,Bairro 12
3964,3177,2013-08-21,2013-08-29,Empresa 3177,Bairro 12
3965,4638,2015-10-14,2018-06-04,Empresa 4638,Bairro 12
3966,1185,1991-05-15,,Empresa 1185,Bairro 12
3967,3633,2015-04-16,2015-06-25,Empresa 3633,Bairro 12
3968,3621,2015-03-05,2015-06-11,Empresa 3621,Bairro 12
3969,2803,2009-08-01,2009-07-31,Empresa 2803,Bairro 12
3970,721,2013-05-17,2013-07-02,Empresa 721,Bairro 12
3971,2307,2006-11-01,2006-12-13,Empresa 2307,Bairro 12
3972,4268,2017-07-10,2017-07-28,Empresa 4268,Bairro 12
3973,2858,2009-12-01,2009-11-27,Empresa 2858,Bairro 12
3974,1159,1976-12-03,2007-01-02,Empresa 1159,Bairro 12
3975,1723,2001-07-02,2007-12-17,Empresa 1723,Bairro 12
3976,4430,2017-11-10,2017-12-11,Empresa 4430,Bairro 12
3977,3070,2008-12-29,2012-02-23,Empresa 3070,Bairro 12
3978,4957,2019-06-03,2019-06-07,Empresa 4957,Bairro 12
3979,2889,2010-03-10,2010-03-22,Empresa 2889,Bairro 12
3980,1115,1980-01-01,2008-11-25,Empresa 1115,Bairro 12
3981,3612,2015-05-18,2015-05-29,Empresa 3612,Bairro 12
3982,1106,1989-12-01,2012-07-31,Empresa 1106,Bairro 12
3983,4893,2019-03-14,2019-03-29,Empresa 4893,Bairro 12
3984,3160,2013-06-07,2013-07-05,Empresa 3160,Bairro 12
3985,1043,1976-12-03,2007-07-05,Empresa 1043,Bairro 12
3986,1023,1964-07-30,2009-01-07,Empresa 1023,Bairro 12
3987,6104,2022-06-01,2022-06-01,Empresa 6104,Bairro 12
3988,4659,2017-04-25,2018-06-20,Empresa 4659,Bairro 12
3989,4950,2019-04-16,2019-05-29,Empresa 4950,Bairro 12
3990,6107,2022-06-13,2022-06-15,Empresa 6107,Bairro 12
3991,4341,2017-09-22,2017-09-28,Empresa 4341,Bairro 12
3992,1022,1981-08-01,2012-07-31,Empresa 1022,Bairro 12
3993,2856,2009-11-16,2009-11-27,Empresa 2856,Bairro 12
3994,910,1987-06-01,2009-01-07,Empresa 910,Bairro 12
3995,5163,2019-12-11,2020-01-08,Empresa 5163,Bairro 12
3996,4284,2017-06-23,2017-08-08,Empresa 4284,Bairro 12
3997,1780,2002-03-15,2007-12-03,Empresa 1780,Bairro 12
3998,212,2011-04-04,2011-03-23,Empresa 212,Bairro 12
3999,3585,2015-04-14,2015-04-14,Empresa 3585,Bairro 12
4000,937,1981-03-01,2009-01-07,Empresa 937,Bairro 12
4001,4497,2018-02-08,2018-02-23,Empresa 4497,Bairro 12
4002,983,1970-08-07,2008-06-12,Empresa 983,Bairro 12
4003,539,2012-07-02,2012-08-24,Empresa 539,Bairro 12
4004,924,1977-09-01,2009-01-07,Empresa 924,Bairro 12
4005,6133,2022-06-30,2022-07-04,Empresa 6133,Bairro 12
4006,2368,2007-06-01,2007-06-11,Empresa 2368,Bairro 12
4007,6136,2021-08-10,2021-08-10,Empresa 6136,Bairro 12
4008,6139,2022-07-07,2022-07-07,Empresa 6139,Bairro 12
4009,4465,2018-01-16,2018-01-23,Empresa 4465,Bairro 12
4010,6300,2022-10-05,2023-01-23,Empresa 6300,Bairro 12
4011,4687,2016-06-23,2018-07-11,Empresa 4687,Bairro 12
4012,888,1996-03-15,2007-02-14,Empresa 888,Bairro 12
4013,6148,2022-06-27,2022-06-27,Empresa 6148,Bairro 12
4014,4915,2019-04-11,2019-05-02,Empresa 4915,Bairro 12
4015,4864,2018-11-08,2019-02-06,Empresa 4864,Bairro 12
4016,3459,2014-08-01,2014-08-01,Empresa 3459,Bairro 12
4017,6154,2022-07-19,2022-07-19,Empresa 6154,Bairro 12
4018,4297,2017-08-14,2017-08-17,Empresa 4297,Bairro 12
4019,965,1982-07-01,2008-09-15,Empresa 965,Bairro 12
4020,3571,2015-03-30,2015-03-30,Empresa 3571,Bairro 12
4021,3569,2015-02-23,2015-02-23,Empresa 3569,Bairro 12
4022,797,2013-10-25,2013-10-24,Empresa 797,Bairro 12
4023,3251,2010-05-05,2014-01-13,Empresa 3251,Bairro 12
4024,759,2013-08-21,2013-08-20,Empresa 759,Bairro 12
4025,3413,2014-06-26,2014-08-14,Empresa 3413,Bairro 12
4026,409,2012-01-04,2012-03-01,Empresa 409,Bairro 12
4027,411,2012-01-20,2012-03-01,Empresa 411,Bairro 12
4028,3496,2014-05-18,2014-12-01,Empresa 3496,Bairro 12
4029,884,1992-03-01,2009-01-07,Empresa 884,Bairro 12
4030,3489,2014-10-01,2014-10-01,Empresa 3489,Bairro 12
4031,400,2012-01-10,2012-02-29,Empresa 400,Bairro 12
4032,6178,2022-07-15,2022-08-12,Empresa 6178,Bairro 12
4033,3256,2013-07-03,2014-01-13,Empresa 3256,Bairro 12
4034,2827,2020-10-09,2009-09-21,Empresa 2827,Bairro 12
4035,6183,2022-08-12,2022-08-23,Empresa 6183,Bairro 12
4036,933,1982-07-01,2010-09-21,Empresa 933,Bairro 12
4037,1829,2002-07-01,2009-01-07,Empresa 1829,Bairro 12
4038,845,1982-01-04,2009-01-07,Empresa 845,Bairro 12
4039,2325,2006-10-10,2007-03-09,Empresa 2325,Bairro 12
4040,967,1972-08-11,2007-09-17,Empresa 967,Bairro 12
4041,6199,2022-09-09,2022-09-09,Empresa 6199,Bairro 12
4042,684,2013-04-01,2013-05-17,Empresa 684,Bairro 12
4043,417,2011-10-30,2012-03-09,Empresa 417,Bairro 12
4044,353,2011-10-10,2011-12-12,Empresa 353,Bairro 12
4045,1688,2000-12-11,2006-12-04,Empresa 1688,Bairro 12
4046,3353,2014-05-15,2014-05-15,Empresa 3353,Bairro 12
4047,4867,2019-01-28,2019-02-08,Empresa 4867,Bairro 12
4048,733,2013-08-01,2013-07-23,Empresa 733,Bairro 12
4049,6221,2022-09-29,2022-09-29,Empresa 6221,Bairro 12
4050,3314,2014-04-07,2014-04-09,Empresa 3314,Bairro 12
4051,3423,2014-06-20,2014-06-20,Empresa 3423,Bairro 12
4052,2342,2006-07-01,2007-04-17,Empresa 2342,Bairro 12
4053,2683,2008-08-22,2009-01-12,Empresa 2683,Bairro 12
4054,3206,2013-11-01,2013-11-29,Empresa 3206,Bairro 12
4055,3403,2013-09-11,2014-07-31,Empresa 3403,Bairro 12
4056,6224,2022-09-29,2022-10-03,Empresa 6224,Bairro 12
4057,3248,2013-11-01,2013-11-01,Empresa 3248,Bairro 12
